track_id,track_name,danceability,energy,tempo,loudness,valence,speechiness,instrumentalness,liveness,acousticness
4uYwlMp841PLJmj1gJJwIq,"Lay, Lady, Lay",0.52,0.179,155.746,-21.976,0.407,0.0454,0.00344,0.131,0.356
300RfAPZ57B0y6YYj9n6DN,Superstition - Single Version,0.642,0.735,99.682,-8.866,0.864,0.0806,0.000733,0.0391,0.0172
3M5eeHXgG4VplKNcsBC8Dj,"Signed, Sealed, Delivered (I'm Yours)",0.67,0.619,108.826,-10.365,0.807,0.0323,0.0,0.0492,0.0514
5eSllZgRWCIJsDTAqFRwQw,Coffee and TV,0.743,0.743,121.604,-10.117,0.707,0.0367,0.233,0.0987,0.0511
7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,0.632,0.92,127.001,-4.976,0.363,0.0531,0.508,0.114,0.119
2cNjgoSh1TBHFQIhfzRJUE,Go,0.751,0.897,119.97,-3.598,0.482,0.0468,2.88e-05,0.329,0.00957
2wPFy7SAFnt9Nj2TipWcqb,Block Rockin' Beats,0.606,0.977,109.41,-3.642,0.809,0.06,0.5,0.179,0.0206
1Ng1cdcIdXqt3ouDhpw477,Sunshine Reggae - 2008 Remaster,0.734,0.708,167.499,-6.926,0.893,0.0456,0.125,0.0797,0.16
2FYE5aTxHX5lMJZ8HKmiQn,Dona Cila,0.635,0.248,88.074,-10.582,0.286,0.0305,9.35e-05,0.119,0.671
3BEZCNZSmVv30vsMNSOCri,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",0.558,0.524,93.654,-11.626,0.636,0.0459,0.000952,0.94,0.321
6Nabz5Gsy80XL0MJoOmgF8,Beds Are Burning - Remastered,0.754,0.496,119.186,-8.7,0.341,0.0351,0.000152,0.0871,0.00539
78gWMNi0b8lgSgVe0U0AMX,House of Fun - 2000 Remastered Version,0.725,0.934,127.39,-4.684,0.985,0.0288,0.00116,0.169,0.465
6ZKlm17z22OxkzgemE4aos,Addicted To Love,0.703,0.579,111.583,-12.786,0.973,0.0308,7.07e-06,0.117,0.37
189ORFltyfCNtP4CCJou8L,Moving On Up,0.851,0.851,125.057,-6.967,0.897,0.0334,0.13,0.16,0.0212
3SBypTHvrB7Dc7Jai9FmI1,Cérebro Eletrônico,0.414,0.815,122.805,-8.274,0.926,0.119,0.0,0.472,0.351
4tb7A6O8cE2UzELRTwU3KZ,Só Tinha De Ser Com Você,0.807,0.476,119.729,-11.606,0.46,0.0472,0.394,0.148,0.695
371VkfwKiXJxgH5ZPoQNHD,The Joker,0.596,0.448,83.293,-9.616,0.796,0.0396,5.3e-06,0.206,0.365
5N4Hl2Gv1UDpEHu3nMRQFB,Friction,0.673,0.719,150.129,-5.983,0.428,0.0934,0.00384,0.123,0.0111
3PkfVwSOVxP0ffvdQAWJUN,You Had Me,0.694,0.827,102.025,-5.172,0.703,0.198,0.0,0.23,0.136
0VtiO1D14T68y8DEMMNS8d,Love Today,0.671,0.901,124.464,-4.83,0.63,0.0682,0.00478,0.115,0.0293
5bLVrPldS8KXxkhuFLIqZO,Happy Ending/Over My Shoulder,0.35,0.237,119.569,-10.047,0.0959,0.0386,3.3e-06,0.283,0.846
30qVCFYKBtAENjTIBA8FPZ,The River of Dreams,0.631,0.749,89.646,-8.15,0.437,0.0576,5.21e-06,0.0667,0.205
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,0.858,0.544,108.217,-9.289,0.874,0.0751,0.00109,0.0707,0.583
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,0.583,0.532,131.741,-7.11,0.223,0.0309,0.0,0.306,0.684
6Vz7vzOpCwKeSQlfViibuY,Crazy,0.633,0.858,102.559,-7.42,0.725,0.0473,0.0114,0.0655,0.208
7xpDGoUGbtaquk5xMvzwTh,Telegrama,0.643,0.501,94.514,-7.981,0.394,0.0424,0.0463,0.239,0.117
333v4s9EybUEFOY6ComIC2,Amor e Sexo,0.641,0.37,129.843,-10.049,0.176,0.0279,0.0,0.298,0.0646
2Yk0HvfTaijA47aM0Fj88u,Metamorfose Ambulante,0.498,0.587,135.913,-8.324,0.597,0.0304,0.0,0.179,0.372
2jERD2u9uoC7gGNQ0LbCrI,Codinome Beija-Flor,0.482,0.255,95.205,-9.793,0.301,0.031,9.67e-05,0.107,0.946
2UzQqudrAxeZeuJTcPBKBx,Cotidiano,0.434,0.537,89.091,-13.388,0.772,0.071,0.00123,0.0542,0.71
2cZKVvZYfuoTtdha8FEGQi,Relicário - Ao Vivo,0.3,0.7,165.642,-6.567,0.398,0.036,0.0,0.186,0.53
0dWOiVQwoUYTtXD0VVgmJQ,Chega de Saudade,0.563,0.242,87.771,-16.004,0.647,0.0327,0.0,0.166,0.743
5Wl9fPpzcNSE72hJAOuG3R,Tropicana (Morena Tropicana),0.641,0.802,134.11,-6.673,0.759,0.15,0.0,0.209,0.149
2ukW9zOr51AYeLSmCtTVqW,Não Me Deixe Só,0.731,0.469,107.093,-10.724,0.641,0.0379,0.0115,0.0976,0.333
6A3Q8BVAAI2PW1s6MX4ZGF,Boa Sorte / Good Luck,0.779,0.566,111.022,-9.289,0.28,0.05,0.000463,0.0814,0.323
2EYilkg1F79h8ch4f4Csii,Segue o Som,0.781,0.544,92.002,-7.557,0.688,0.0306,0.000138,0.0789,0.206
5W7fIifB8wRBPN6yOcHpi2,Samba de uma nota só,0.724,0.573,88.028,-8.346,0.437,0.0356,0.00445,0.107,0.472
6zBw2Qqqj2daIoST9XIJC4,"Ai, Ai, Ai...",0.64,0.718,130.119,-4.592,0.92,0.0275,0.000305,0.115,0.00214
7CdDIvw3jvjNaIs5m3mM4A,La Belle De Jour,0.644,0.404,105.062,-12.54,0.689,0.0348,0.000291,0.167,0.159
5ua6ByZaOw4hlMP6i8Vjdz,Tá perdoado,0.78,0.571,102.026,-8.651,0.858,0.061,1.26e-05,0.0767,0.586
2zJespNLwpMVcD8bPyaFef,O Segundo Sol - Acoustic,0.424,0.713,151.281,-7.406,0.461,0.049,0.0,0.741,0.533
7dxK6RSoCWZcb5gobxs1h9,Vamos Fugir,0.6,0.752,135.98,-5.66,0.735,0.0358,0.0,0.0846,0.191
2kzEEsKiUPTvct5pGflQVF,"Greenback Boogie (Theme from ""Suits"")",0.629,0.67,142.997,-7.406,0.418,0.03,0.0187,0.395,0.119
73L7X1wQ2d7Y91pT4ElexT,Safety Dance,0.76,0.612,101.386,-10.93,0.198,0.0448,0.0114,0.111,0.0419
058VOmj2vkyItyKHFLc8vF,Da Ya Think I'm Sexy,0.759,0.815,112.006,-5.716,0.917,0.0653,1.2e-06,0.0583,0.0046
4SpqtLElDsO6KGbd4ub96Z,Pela Luz dos Olhos Teus - Bonus Track,0.453,0.277,116.832,-11.615,0.779,0.0592,0.0,0.118,0.876
5VzvK7YiwWbRePA2JOzhYq,Because the Night - MTV Unplugged Version,0.408,0.79,122.624,-8.138,0.347,0.103,0.00027,0.765,0.26
11IzgLRXV7Cgek3tEgGgjw,Under Pressure - Remastered,0.671,0.711,113.809,-7.813,0.466,0.0478,0.0,0.104,0.422
6xGoLwsVOwcxg5LYuUwz8D,Three Little Birds,0.651,0.592,148.131,-8.157,0.711,0.029,0.00518,0.102,0.233
2PnNomkEqlg9ADKCVG0Wt0,Every Breath You Take,0.829,0.434,117.399,-10.52,0.721,0.0341,0.00168,0.0726,0.447
5uPYEStMW3KsXnnLV7iCTw,Johnny B Goode - 2002 Remaster,0.749,0.849,145.169,-5.761,0.959,0.0544,0.000168,0.115,0.0299
0J6mQxEZnlRt9ymzFntA6z,Livin' On A Prayer,0.534,0.887,122.494,-3.777,0.72,0.0345,9.93e-05,0.325,0.0768
3KYiA4vq6RPO1dE2XROXd8,You Give Love A Bad Name,0.537,0.959,122.806,-3.002,0.828,0.0557,1.8e-06,0.382,0.0704
2fY6tqgrlrg1ky9fgs0t5u,Wanted Dead Or Alive,0.257,0.803,150.818,-3.886,0.294,0.0411,0.0156,0.297,0.137
6c9FQiAlvzMaTc3HrLqSRx,The Way You Look Tonight,0.806,0.485,104.832,-10.445,0.874,0.0672,0.000847,0.225,0.728
4y6P6eic8hhTcFqtaV5ftn,Carta Ao Tom 74,0.621,0.369,143.1,-11.972,0.517,0.245,1.17e-06,0.137,0.675
4bz7uB4edifWKJXSDxwHcs,Galvanize,0.745,0.714,104.003,-3.681,0.365,0.0751,0.0222,0.363,0.0141
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,0.485,0.619,138.017,-7.115,0.416,0.0289,3.31e-06,0.109,0.0941
33IOhptvC2Qoy2UhjiHXLV,Flames,0.609,0.726,93.958,-4.346,0.362,0.0414,8.45e-06,0.0895,0.0723
7w9bgPAmPTtrkt2v16QWvQ,"Lose Yourself - From ""8 Mile"" Soundtrack",0.701,0.728,171.388,-4.554,0.0591,0.255,0.00115,0.361,0.00971
26eOTllWPn7oKuDUJnsJwF,The Sweet Escape,0.756,0.77,119.961,-3.502,0.73,0.0343,0.0,0.178,0.191
6I9VzXrHxO9rA9A5euc8Ak,Toxic,0.774,0.838,143.04,-3.914,0.924,0.114,0.025,0.242,0.0249
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,0.801,0.795,79.028,-5.115,0.754,0.0504,0.000113,0.0717,0.0417
3z5ggGtcs4t8pizW521gW9,Pretend We're Dead,0.569,0.788,115.151,-8.559,0.913,0.031,0.635,0.0811,5.62e-06
7fxpqs4G8vj3rFYbJnsG7w,Shitlist,0.419,0.916,128.98,-8.373,0.496,0.0604,0.194,0.0751,9.2e-06
1KU5EHSz04JhGg3rReGJ0N,Black Velvet,0.754,0.366,91.147,-10.07,0.469,0.0312,9.04e-05,0.106,0.273
2zFdsAIk9r2Mi7Lmm1w3sM,That's All - 2007 Remaster,0.697,0.627,87.695,-7.941,0.797,0.0328,0.0138,0.06,0.224
6I7GpxOjlDzO1Iur14FEfy,Óculos,0.533,0.701,181.372,-14.954,0.912,0.112,0.0213,0.0661,0.0868
4AwNUVU4h3QmUMHIbzurRa,Envelheço na cidade,0.61,0.802,117.184,-6.334,0.645,0.028,6.29e-05,0.323,0.000501
22JzTLr1YHfewbyPkgCARt,Pobre paulista,0.427,0.759,93.018,-10.311,0.595,0.0316,0.000102,0.414,3.61e-05
5scK80Nrz12oGUnQGcPgg1,Mantenha o Respeito,0.589,0.661,108.035,-8.955,0.382,0.21,5.22e-06,0.0968,0.0439
7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,0.446,0.8,189.89,-5.404,0.474,0.174,0.0,0.199,0.0814
5jrdCoLpJSvHHorevXBATy,Dark Horse,0.645,0.585,131.931,-6.122,0.353,0.0513,0.0,0.165,0.00314
4uQcu4YZSma1ZA8OUazmW9,I Kissed A Girl,0.699,0.76,129.996,-3.173,0.696,0.0677,0.0,0.132,0.00223
7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,0.439,0.891,148.599,-4.764,0.695,0.057,0.0,0.547,0.0122
1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,0.685,0.474,79.991,-9.105,0.36,0.0313,1.23e-06,0.149,0.779
4JehYebiI9JE8sR8MisGVb,Halo,0.508,0.72,79.983,-5.908,0.472,0.0628,0.0,0.0563,0.272
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,0.664,0.705,122.017,-4.972,0.477,0.0382,0.0,0.115,0.0654
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,0.584,0.367,120.175,-9.638,0.588,0.0328,1.38e-05,0.0818,0.55
5mhUPDWQH3s544WCsa0r9w,Human,0.547,0.837,135.47,-7.085,0.568,0.0676,0.000624,0.0937,0.00112
4VywXu6umkIQ2OS0m1I79y,Better Together,0.868,0.347,110.059,-9.529,0.659,0.0536,2e-05,0.11,0.308
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,0.558,0.719,112.027,-5.113,0.371,0.0267,0.0,0.115,0.0367
38bDGWuyYdSdNfrFfbCiVS,We Didn't Start the Fire,0.711,0.967,145.024,-5.204,0.892,0.0474,0.0,0.245,0.0849
67Hna13dNDkZvBpTXRIaOJ,Teardrop,0.615,0.419,76.997,-8.8,0.216,0.0395,0.497,0.135,0.0173
6IVjnPfMGjQeUXvqpzLLdY,Smiled At Me (Sorriu Para Mim),0.55,0.267,90.676,-16.761,0.513,0.0515,0.245,0.113,0.752
7KsQssGg3DaovFkd9Kbnc6,Corcovado,0.517,0.0854,126.854,-17.722,0.391,0.0483,0.00762,0.284,0.935
3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,0.409,0.92,145.085,-5.439,0.37,0.12,0.00105,0.0823,0.00719
1gKmnrz6SzJlGMNRKBLx1V,One Way Or Another,0.47,0.796,161.414,-12.055,0.909,0.0517,7.35e-05,0.292,0.0792
2M9ro2krNb7nr7HSprkEgo,Fast Car,0.711,0.292,103.951,-15.523,0.194,0.037,0.0,0.131,0.313
3G69vJMWsX6ZohTykad2AU,One,0.392,0.534,181.305,-8.793,0.325,0.0369,0.00104,0.155,0.245
3sw1PM6wj5aUq3kDrHJsk8,Shiny Happy People,0.453,0.908,124.592,-3.948,0.74,0.0373,0.03,0.258,0.0285
0wfcNeRfE0Z7bTlTYmVKQC,A Casa é Sua,0.68,0.687,79.517,-6.315,0.949,0.0468,0.00233,0.093,0.261
2x45xqISlmmDJqxOqr8BuS,With Or Without You - Remastered,0.538,0.432,110.181,-11.882,0.116,0.0295,0.309,0.139,0.000185
4kLWjcI5IrMKELSngOhTJv,Beija Eu,0.543,0.526,159.093,-13.767,0.677,0.0311,5.27e-06,0.051,0.297
7h8Ud480Fm4ReUVxgFF9ZX,Rolling In The Deep,0.729,0.777,104.946,-5.112,0.527,0.0293,0.0,0.0541,0.13
3CKCZ9pfwAfoMZlMncA1Nc,Set Fire to the Rain,0.61,0.683,108.003,-3.879,0.466,0.0253,1.79e-06,0.125,0.00382
3Kc1TDpaMfq6DBt4Gz3Pq1,Firework,0.638,0.832,124.071,-5.039,0.648,0.049,0.0,0.113,0.141
3bDGwl0X3EjQmIyFD1uif5,Roar,0.56,0.756,179.771,-4.817,0.404,0.0415,1.29e-05,0.55,0.00635
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,0.532,0.783,124.08,-5.697,0.643,0.0523,0.0012,0.161,0.0038
1MDoll6jK4rrk2BcFRP5i7,Hello,0.471,0.431,157.98,-6.129,0.289,0.0342,0.0,0.0854,0.329
6suU8oBlW4O2pg88tOXgHo,Under Pressure - Remastered,0.672,0.699,113.737,-7.831,0.46,0.0475,0.0,0.094,0.395
2IrdHGhifKDX6m2S8vHf1s,A Message to You Rudy,0.906,0.453,102.981,-7.938,0.969,0.0665,0.00031,0.104,0.17
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,0.734,0.637,169.977,-5.677,0.648,0.141,2.29e-05,0.0602,0.0462
6i0V12jOa3mr6uu4WYhUBr,Heathens,0.732,0.396,90.024,-9.348,0.548,0.0286,3.58e-05,0.105,0.0841
2Z8WuEywRWYTKe1NybPQEW,Ride,0.645,0.713,74.989,-5.355,0.566,0.0393,0.0,0.113,0.00835
5bIEpKwEFgJzB7U3gFaeKm,Here Comes The Sun - Remastered 2009,0.557,0.519,129.157,-11.164,0.371,0.0357,0.00126,0.105,0.0362
7HacxOP2pHeSv1OsraqmDA,Do Lado de Cá,0.628,0.46,75.708,-6.764,0.677,0.0575,0.0021,0.092,0.767
3OkHIS1p4y2F8TdVKWZfod,Juste un inconnu,0.869,0.383,129.021,-11.615,0.919,0.0429,6.13e-05,0.112,0.731
0iwo02NoGqyooxs81iEkz3,The Ballad Of John And Yoko - Remastered 2009,0.654,0.862,135.117,-8.437,0.956,0.0316,4.51e-05,0.0955,0.0053
2udGjDmpK1dH9VGyw7nrei,Cocaine,0.699,0.502,105.267,-12.526,0.676,0.0278,0.0337,0.317,0.0607
3k9i7UzeSUYWIfUZFeFDUd,Layla - 40th Anniversary Version / 2010 Remastered,0.404,0.903,115.672,-3.88,0.498,0.0668,0.297,0.287,0.577
1RJeiAIwR9pZBgJA8ndZLL,"Paint It, Black - Mono",0.505,0.836,159.669,-7.384,0.764,0.101,0.0771,0.295,0.0103
10igKaIKsSB6ZnWxPxPvKO,Nothing Else Matters,0.558,0.364,142.171,-11.258,0.17,0.0265,5.02e-06,0.0753,0.0505
5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,0.472,0.366,127.167,-12.595,0.171,0.0286,0.308,0.0837,0.15
1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",0.547,0.62,78.598,-9.823,0.426,0.0309,2.49e-05,0.0937,0.0564
6FJ9Xp3fCxSTAdcRVaDQdl,Miracle,0.577,0.677,92.007,-10.327,0.683,0.0245,0.0,0.493,0.367
53eJFr4Mfbw5PXJ01K6cFw,Daughter (Remastered),0.615,0.702,96.99,-9.686,0.734,0.0278,0.00431,0.0608,0.00746
3YfiGjwBzBsDrYPqAJsD4z,Kiss from a Rose - Acoustic,0.659,0.407,119.321,-9.718,0.269,0.0353,0.0,0.0784,0.743
1qylvO4iCIZZcqc4TqSjTZ,Zombie - Acoustic Version,0.469,0.427,84.053,-7.954,0.0821,0.0241,3.77e-05,0.128,0.00414
5Xak5fmy089t0FYmh3VJiY,Black,0.36,0.684,77.15,-6.457,0.2,0.0308,0.0,0.34,0.323
40hrL4q3dxErnwzpIof6fc,Crazy Mary (Remastered),0.385,0.465,139.109,-10.317,0.104,0.034,0.0162,0.128,0.0389
6Qyc6fS4DsZjB2mRW9DsQs,Iris,0.315,0.715,155.925,-8.072,0.497,0.0362,7.97e-06,0.0942,0.00125
6ZmwwHYtun94UOdFWWgdif,Alanis’ Interlude,0.705,0.89,94.013,-4.356,0.45,0.0555,0.0,0.14,0.00947
6z9ehfxE973fOlKJKNJL2x,Blue Sky Mine - 2011 Remaster,0.631,0.852,132.018,-3.181,0.834,0.029,0.000102,0.144,0.0601
4AHU8QRdwCUWxPC53cw4Hh,Whole Wide World,0.752,0.54,114.217,-8.986,0.882,0.0768,0.000155,0.0919,0.561
5TbwZ0OSuU1fGtQ8aTgiZP,"The Box, Pt. 1",0.672,0.216,141.002,-20.309,0.268,0.0367,0.877,0.0852,0.226
1kV6GsEtVGmPehcGpmYtnr,The Box - Part 2,0.603,0.72,140.991,-12.956,0.66,0.0295,0.936,0.096,0.0075
5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,0.552,0.831,129.889,-5.217,0.144,0.0298,2.93e-06,0.0632,0.0391
6Ha2gDoMVDHaRjxxoS6qZJ,Here Tonight,0.557,0.841,127.977,-2.472,0.188,0.0426,0.0,0.337,0.106
1FZ90IoWFZlubV6bjyyEwq,Faded - Dash Berlin Remix,0.388,0.915,127.823,-3.293,0.102,0.0462,0.0131,0.146,0.000628
7ju9l3vOySwv0OQ3WuwwSq,Shine Ibiza Anthem 2019,0.549,0.977,137.991,-4.906,0.25,0.0513,0.904,0.324,0.000582
36i9NcqbdQFdQfOROpIwMA,Fico Assim Sem Você,0.809,0.428,121.969,-8.428,0.507,0.0342,0.0,0.0851,0.809
6IvKz4Ax11LsLA0X0bPkqD,"Ai, Ai, Ai...",0.643,0.673,130.108,-6.708,0.916,0.0281,0.000133,0.109,0.00227
2YNnsUUgc23G8Th8TKpH44,O Calibre,0.477,0.977,90.155,-5.694,0.528,0.086,0.0,0.148,0.05
3vFh4274hFZc3q2LoidsyK,Somewhere Only We Know,0.314,0.286,172.021,-10.191,0.278,0.035,0.0258,0.0999,0.935
1HL90u8MrrXtqNonXYN5of,Realla,0.628,0.601,129.98,-8.452,0.235,0.0505,0.0228,0.128,0.451
2hlqCFahLVgdBIbY3yTrAb,Rose's Thorn,0.537,0.859,157.98,-5.487,0.21,0.039,0.77,0.13,0.0694
1Q8lDjEzlTwATSZz2zgPd9,Wen Uuu,0.674,0.655,174.014,-6.574,0.0597,0.0413,0.844,0.0965,0.473
44hOGg1uFg1XJZGZYNwYmM,Tainted Love,0.569,0.402,144.635,-10.151,0.696,0.0433,0.0,0.134,0.438
0qgrrDnUUhyxpxbBznUnzg,18 and Life,0.466,0.648,90.435,-11.101,0.305,0.028,1.49e-05,0.112,0.0023
1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,0.502,0.924,149.186,-6.299,0.922,0.0503,0.0,0.162,0.0127
34pz8XUZRfw04lk4DPtwa7,Keep Yourself Alive - Live At The Rainbow,0.308,0.975,138.974,-5.894,0.295,0.173,9.14e-06,0.975,0.0194
3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody - 2011 Mix,0.39,0.397,144.031,-9.963,0.246,0.0513,0.0,0.207,0.287
0YwBZKT8JE4U5TwmYE9BV9,Radio Ga Ga - Live Aid,0.406,0.934,118.823,-6.668,0.395,0.0845,0.0,0.955,0.0138
5WZDLZVCvY1rEyNir6k8Pg,The Show Must Go On - 2011 Mix,0.425,0.675,84.156,-6.79,0.0671,0.0409,4.51e-06,0.112,0.433
3INsYP1Y8GG4qJvBsKCdXC,Don't Stop Me Now - ...Revisited,0.465,0.917,155.061,-6.331,0.39,0.237,0.02,0.286,0.0152
3AnQw2w00WUDHMKmtXGvVx,The Sea,0.535,0.761,149.968,-7.589,0.248,0.0373,0.114,0.0485,0.0165
72CPoBQn1XmRhJXS1Vy7O2,We No Speak Americano (JT Radio Edit),0.902,0.805,124.996,-5.005,0.737,0.0464,0.082,0.0916,0.0725
4VqPOruhp5EdPBeR92t6lQ,Uprising,0.602,0.905,128.019,-4.046,0.411,0.0775,0.064,0.117,0.000202
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",0.464,0.795,158.691,-9.267,0.612,0.0926,0.00244,0.399,0.0493
